id,question,A,B,C,D,ANS,justification,category
139,"નીચેનામાંથી કયા ઉદાહરણમાં, કરેલ કાર્ય નકારાત્મક છે?",આડા ફરતા વિમાન પર ગુરુત્વાકર્ષણ બળ દ્વારા કરવામાં આવેલું કાર્ય.,ઉપરની તરફ ફેંકવામાં આવેલા બોલ પર ગુરુત્વાકર્ષણ બળ દ્વારા કરવામાં આવેલું કાર્ય.,મુક્તપણે પડતા પદાર્થ પર ગુરુત્વાકર્ષણ બળ દ્વારા કરવામાં આવેલું કાર્ય.,ઉપર્યુક્તમાંથી કોઈ નહિ.,B,,5
140,"નીચેનામાંથી કયો અર્થ ""કેન્દ્રથી દૂર જવું"" થાય છે?",કેન્દ્રબિંદુ,સેન્ટ્રીફ્યુજ,કેન્દ્રત્યાગી,ઉપરોક્તમાંથી કોઈ નહીં,C,,5
141,કેન્દ્રત્યાગી બળ નીચેનામાંથી કયા પરિબળો પર આધારિત છે?,ઘનતા,તાપમાન અને સ્નિગ્ધતા,અંતર કે જેના પર પદાર્થ/કણો વિસ્થાપિત થાય છે.,ઉપરોક્ત તમામ,D,,5
142,નીચેનામાંથી કયું કેન્દ્રિય બળોનું શ્રેષ્ઠ વર્ણન કરે છે?,વસ્તુને અવકાશમાં ઉડવા માટે વપરાતી બળ,બળ જે પદાર્થને અલગ પાડે છે.,બળ જે પદાર્થને એક સાથે ખેંચે છે.,ઉપર્યુક્તમાંથી કોઈ નહિ.,C,,5
143,"નીચેનામાંથી કયો અર્થ ""કેન્દ્રત્યાગી "" થાય છે?",કેન્દ્રબિંદુ,સેન્ટ્રીફ્યુજ,કેન્દ્રત્યાગી,શતાબ્દી,A,,5
144,કોણીય પ્રવેગને _______________ ના પરિવર્તન દર તરીકે ઓળખવામાં આવે છે.,કોણીય વિસ્થાપન,કોણીય વેગ,કોણીય વેગ,ઉપરોક્તમાંથી કોઈ નહીં,C,,5
145,"જો કોઈ પદાર્થ સતત કોણીય વેગ સાથે ગોળાકાર માર્ગમાં આગળ વધી રહ્યું હોય, તો નીચેનામાંથી કયો સાચો છે?",પદાર્થનો પ્રવેગ શૂન્ય છે,પદાર્થ સતત પ્રવેગ સાથે આગળ વધી રહ્યું છે,પદાર્થ વિવિધ પ્રવેગ સાથે આગળ વધી રહ્યું છ,ઉપર્યુક્તમાંથી કોઈ નહિ.,C,,5
146,પદાર્થના કોણીય વેગ(ω) અને રેખીય વેગ (V) વચ્ચેનો સાચો સંબંધ __________ છે.,V=ωr,ω=Vr,r=ωV,V=ω/r,A,,5
147,જ્યારે પદાર્થ એકસરખી ગોળ ગતિ કરે છે ત્યારે નીચેનામાંથી કયો ફેરફાર થાય છે?,ઝડપ,માસ,દિશા,ગતિ ઊર્જા,C,,5
148,સમાન ગોળાકાર ગતિમાં નીચેના__________ જથ્થાઓ સ્થિર રહે છે.,ઝડપ,વેગ,વેગ,પ્રવેગક,A,,5
149,આવેગ ___________ માંથી મેળવી શકાય છે.,વેગ-સમય ડાયાગ્રામ,ફોર્સ-ડિસ્પ્લેસમેન્ટ ડાયાગ્રામ,વેગ-વિસ્થાપન રેખાકૃતિ,ફોર્સ-ટાઇમ ડાયાગ્રામ,D,,5
150,ભૌતિક જથ્થા દ્વારા દ્રવ્ય અને વેગની સંયુક્ત અસરને ___________ કહેવામાં આવે છે.,આવેગ,બળની ક્ષણ,મોમેન્ટમ,ઉપરોક્તમાંથી કોઈ નહીં,C,,5
151,જ્યારે ચાલતી બસનો ડ્રાઈવર અચાનક બ્રેક લગાવે છે ત્યારે તેમાં બેઠેલા મુસાફરો આગળની દિશામાં પડી જાય છે. આ ____________ દ્વારા સમજાવી શકાય છે.,સાપેક્ષતાનો સિદ્ધાંત,ન્યૂટનનો પ્રથમ કાયદો,ન્યૂટનનો બીજો નિયમ,ઉપરોક્તમાંથી કોઈ નહીં,B,,5
152,ન્યુટનનો ગતિનો બીજો નિયમ ___________ છે.,જડતાનો કાયદો,કાઉન્ટર ફોર્સનો કાયદો,પ્રવેગકનો કાયદો,ગુરુત્વાકર્ષણનો કાયદો,C,,5
153,નીચેનામાંથી કયો જથ્થો તેની ગતિને દિશા સાથે સ્પષ્ટ કરે છે?,વિસ્થાપન,મોમેન્ટમ,વેગ,ફોર્સ,A,,5
154,પદાર્થની ગતિનો મૂળભૂત એકમ ____________________ છે.,(m/km),(m/h),(m/s),(m/m),C,,5
155,કેન્દ્રિય બળ માટે____________ જવાબદાર છે.,અવકાશમાં પદાર્થની સ્વતંત્ર ગતિ,પદાર્થને ગોળાકાર માર્ગ સાથે આગળ વધતા રાખો,પદાર્થને સીધી રેખા સાથે ઉડાડો,ઉપર્યુક્તમાંથી કોઈ નહિ.,B,,5
156,મધ્યબિંદુથી મહત્તમ સ્થાનાંતરને શું કહેવામાં આવે છે?,તરંગલંબાઈ,આવૃત્તિ,કંપવિસ્તાર,આવર્તકાળ,C,,5
157,જો કોઈ તરંગની આવૃત્તિ ૭૦ Hz હોય તો તેનો આવર્તકાળ કેટલો હશે?,૦.૦૨ સે,૦.૦૧૬ સે,0.0૧૪ સે,૨ સે,C,,5
158,ધ્વનિના તરંગોનો પ્રકાર કયો છે?,યાંત્રિક,બિન યાંત્રિક,બંને a અને b,એકપણ નહિ,A,,5
159,આવૃત્તિનો એકમ કયો છે?,હર્ટઝ,વોટ,મીટર,ડેસીબેલ,A,,5
160,પ્રકાશનું તરંગ પદાર્થની ધારના કારણે દિશા બદલે તેને શું કહે છે?,પરાવર્તન,વક્રીભવન,વિવર્તન,શોષણ,C,,5
161,સ્નેલના નિયમ અનુસાર આપાત કોણ અને વક્રીભવન કોણ કયા સમીકરણથી જોડાયેલા હોય છે?,n1/n2 = sin(Ɵ2)/sin(Ɵ1),n1/n2 = cos(Ɵ2)/cos(Ɵ1),n1/n2 = cot(Ɵ2)/cot(Ɵ1),n1/n2 = tan(Ɵ2)/tan(Ɵ1),A,,5
162,એકમ સમયમાં થતા આંદોલનની સંખ્યાને શું કહેવામાં આવે છે?,તરંગલંબાઈ,આવૃત્તિ,કંપવિસ્તાર,આવર્તકાળ,B,,5
163,જો કોઈ તરંગની આવૃત્તિ ૬૦ Hz હોય તો તેનો આવર્તકાળ કેટલો હશે?,૦.૦૨ સે,૦.૦૧૬ સે,૦.૫ સે,૨ સે,B,,5
164,પ્રકાશના તરંગોનો પ્રકાર કયો છે?,યાંત્રિક,બિન યાંત્રિક,બંને a અને b,એકપણ નહિ,B,,5
165,તરંગલંબાઈનો એકમ કયો છે?,હર્ટઝ,વોટ,મીટર,ડેસીબેલ,C,,5
166,પ્રકાશનું તરંગ ચળકતી સપાટી પર અથડાઈને વિરુદ્ધ દિશામાં ગતિ કરે તેને શું કહે છે?,પરાવર્તન,વક્રીભવન,વિવર્તન,શોષણ,A,,5
167,માધ્યમના વક્રીવનાંકનું સુત્ર કયું છે?,n = c/v,n = v/c,n = c.v,એકપણ નહિ.,A,,5
168,બે ક્રમિક શૃંગ વચ્ચેના અંતરને શું કહેવામાં આવે છે?,તરંગલંબાઈ,આવૃત્તિ,કંપવિસ્તાર,આવર્તકાળ,A,,5
169,જો કોઈ તરંગનો આવર્તકાળ ૨ સે હોય તો તેની આવૃત્તિ કેટલી હશે?,૧ હર્ટઝ,૦.૫ હર્ટઝ,૦.૪ હર્ટઝ,૨ હર્ટઝ,B,,5
170,ધ્વનિના તરંગોનો પ્રકાર કયો છે?,લંબગત તરંગો,સંગત તરંગો,બંને a અને b,એકપણ નહિ,B,,5
171,કંપવિસ્તારનો એકમ કયો છે?,હર્ટઝ,વોટ,મીટર,ડેસીબલ,C,,5
172,પ્રકાશનું તરંગ એક માધ્યમમાંથી બીજા માધ્યમમાં દાખલ થાય ત્યારે તેની દિશા કેમ બદલે છે?,પરાવર્તન,વક્રીભવન,વિવર્તન,શોષણ,B,,5
173,હવાના વક્રીવનાંકનું મૂલ્ય કેટલું હોય છે?,2,1,1.5,0.5,B,,5
174,એક પૂર્ણ આંદોલન માટે લાગતા સમયને શું કહેવામાં આવે છે?,તરંગલંબાઈ,આવૃત્તિ,કંપવિસ્તાર,આવર્તકાળ,D,,5
175,જો કોઈ તરંગનો આવર્તકાળ ૧ સે હોય તો તેની આવૃત્તિ કેટલી હશે?,૧ હર્ટઝ,૦.૫ હર્ટઝ,૦.૪ હર્ટઝ,૨ હર્ટઝ,A,,5
176,પ્રકાશના તરંગોનો પ્રકાર કયો છે?,લંબગત તરંગો,સંગત તરંગો,બંને a અને b,એકપણ નહિ,A,,5
177,આવર્તકાળનો એકમ કયો છે?,હર્ટઝ,વોટ,મીટર,સેકંડ,D,,5
178,લેસર બીમ આપણને કઈ પ્રક્રિયા દ્વારા મળે છે?,ઉત્સર્જન,શોષણ,બંને a અને b,કોઈપણ નહિ,B,,5
179,માધ્યમના વક્રીવનાંકનું મૂલ્ય કોના કરતા ઓછું ના હોઈ શકે?,0.5,0.75,1,1.5,C,,5
180,પ્રકાશનુ તરંગ એક પાતળા માધ્યમ માંથી ઘટ્ટ માધ્યમમાં પ્રવેશ કરે છે. તે લંબ તરફ વળશે કે તેનાથી દૂર ?,લંબ તરફ,લંબથી દૂર,બંને બાજુ,કઈ કહી શકાય નહીં,A,,5
181,પ્રકાશનુ તરંગ એક માધ્યમ (n1) માંથી બીજા માધ્યમ (n2) માં પ્રવેશ કરે છે. જો તે લંબ તરફ વળે તો મધ્યમનો વક્રીભાવનાંક..,n1 > n2,n1 < n2,n1 = n2,n1 ≠ n2,D,,5
182,અલ્ટ્રાસોનિક તરંગની આવૃત્તિ કેટલી હોય છે ?,20 Hz,200 Hz,< 20 KHz,> 20 KHz,D,,5
183,ઓપ્ટિકલ ફાઈબર માં કોર કરતાં કલેડિંગ નો વક્રીભાવનાંક..,વધુ હોય છે,ઓછો હોય છે,સરખો હોય છે,શૂન્ય હોય છે,B,,5
184,"કાચમાં પ્રકાશનો વેગ 2 × 10^8 m/s અને હવામાં તેનો વેગ 3 × 10^8 m/s છે, તો કાચનો વક્રીભાવનાંક ?",1.5,2.42,1.33,1,C,,5
185,નીચેનમાંથી કયું સ્નેલ ના નિયમનુ સૂત્ર છે ?,μ = sin i / sin r,μ = sin i * sin r,μ = sin i - sin r,μ = sin i + sin r,A,,5
186,પ્રકાશનુ તરંગ એક ઘટ્ટ માધ્યમ માંથી પાતળા માધ્યમમાં પ્રવેશ કરે છે. તે લંબ તરફ વળશે કે તેનાથી દૂર ?,લંબ તરફ,લંબથી દૂર,બંને બાજુ,કઈ કહી શકાય નહીં,B,,5
187,પ્રકાશનુ તરંગ એક માધ્યમ (n1) માંથી બીજા માધ્યમ (n2) માં પ્રવેશ કરે છે. જો તે લંબથી દૂર વળે તો મધ્યમનો વક્રીભાવનાંક..,n1 > n2,n1 < n2,n1 = n2,n1 ≠ n2,A,,5
188,શ્રાવ્ય ધ્વનિ તરંગની આવૃત્તિ કેટલી હોય છે ?,20 Hz to 20 KHz,200000 Hz,< 20 Hz,> 20 KHz,A,,5
189,ઓપ્ટિકલ ફાઈબર માં કલેડિંગ કરતાં કોરનો વક્રીભાવનાંક..,વધુ હોય છે,ઓછો હોય છે,સરખો હોય છે,શૂન્ય હોય છે,A,,5
190,"પાણીમાં પ્રકાશનો વેગ 2.25 × 10^8 m/s અને હવામાં તેનો વેગ 3 × 10^8 m/s છે, તો પાણીનો વક્રીભાવનાંક ?",1.5,2.42,1.33,1,C,,5
191,નીચેના માંથી પ્રકાશનો કયો સ્ત્રોત એકરંગી પ્રકાશ આપે છે ?,ટોર્ચ,ટ્યુબલાઈટ,લેસર,સૂર્યપ્રકાશ,C,,5
192,પ્રકાશનુ તરંગ એક ઘટ્ટ માધ્યમ માંથી પાતળા માધ્યમમાં પ્રવેશ કરે છે. જો તે વક્રીભવન પામ્યા વિના પસાર થાય તો આપતકોણનુ મૂલ્ય કેટલું હશે ?,θ = 90°,θ < 90°,θ > 90°,θ = 0°,A,,5
193,પ્રકાશનુ તરંગ એક માધ્યમ માંથી બીજા માધ્યમ માં પ્રવેશ કરે છે. જો આપતકોણ 90° હોય તો તે..,લંબ તરફ વળશે,લંબ થી દૂર વળશે,વક્રીભવન પામ્યા વિના પસાર થસે,એજ માધ્યમમાં પરાવર્તન પામશે,C,,5
194,ઇન્ફ્રાસોનિક તરંગની આવૃત્તિ કેટલી હોય છે ?,20 Hz to 20 KHz,200000 Hz,< 20 Hz,> 20 KHz,C,,5
195,વક્રીભવનકોણના કયા મૂલ્ય માટે આપતકોણને ક્રાંતિકોણ કહેવામાં આવે છે ?,θ = 90°,θ = 0°,θ = 45°,θ = -45°,A,,5
196,"હીરામાં પ્રકાશનો વેગ 1.24 × 10^8 m/s અને હવામાં તેનો વેગ 3 × 10^8 m/s છે, તો હીરાનો વક્રીભાવનાંક ?",1.5,2.42,1.33,1,B,,5
197,LASER નુ પૂરું નામ..,Light Amplitude by Simultaneous Error of Radian,Lost Amplitude of Simultaneous Emission of Radiation,Like Average of Similar Errors of Radian,Light Amplification by Stimulated Emission of Radiation,D,,5
198,I ___________ my homework before I went out to play.,Finish,Finished,Finishes,Will finish,B,,5
199,He ___________ the movie twice this week.,Watch,Watches,Watched,Will watch,C,,5
200,"By this time next week, I ___________ in Paris",Am,Will be,Was,Would be,B,,5
201,She ___________ for the company for five years before she got promoted.,Works,Worked,Will work,Is working,B,,5
202,They ___________ the race before the storm started,Complete,Completes,Completed,Will complete,C,,5
203,The concert ___________ at 7 PM yesterday,Starts,Started,Will start,Is starting,B,,5
204,I ___________ to the gym every day.,Go,Goes,Went,Will go,A,,5
205,She ___________ her homework by the time her friends arrived.,Finished,Finishes,Will finish,Has finished,D,,5
206,They ___________ for their exams last night.,Studied,Study,Will study,Have studied,A,,5
207,She ___________ her book on the table and went to bed.,Put,Puts,Will put,Had put,A,,5
208,The train ___________ at 3 PM tomorrow.,Leaves,Left,Will leave,Is leaving,C,,5
209,She ___________ her father every week.,Calls,Called,Will call,Is calling,A,,5
210,They ___________ the game by the time we arrived.,Had won,Have won,Will win,Win,A,,5
211,I ___________ to the concert last night.,Go,Goes,Went,Will go,C,,5
212,Which of the following is a proper noun?,city,cat,Paris,Paris,C,,5
213,Which of the following is a collective noun?,book,team,car,flower,B,,5
214,Which of the following is a concrete noun?,idea,love,chair,freedom,C,,5
215,Which of the following is an abstract noun?,pencil,music,mountain,horse,B,,5
216,Which of the following is a common noun?,Mr. Johnson,Apple,Europe,Dog,D,,5
217,Which of the following is a countable noun?,milk,water,happiness,chair,D,,5
218,Which of the following is an uncountable noun?,cookie,cheese,book,person,B,,5
219,Which of the following is a proper collective noun?,group,flock,team,herd,B,,5
220,Which of the following is a possessive noun?,child,teacher’s,house,car,B,,5
221,Which of the following is a compound noun?,book,basketball,car,flower,B,,5
222,Which of the following is an abstract collective noun?,library,class,family,government,D,,5
223,Choose the correct adjective to complete the sentence: The ________ puppy wagged its tail happily,shy,sad,excited,angry,C,,5
224,Choose the correct adjective to complete the sentence: The ________ dress was made of luxurious silk.,plain,ornate,simple,dull,B,,5
225,Choose the correct adjective to complete the sentence: The ________ mountain peak was covered in snow.,rocky,steep,snowy,lush,C,,5
226,Choose the correct adjective to complete the sentence: The ________ meal was delicious.,bland,tasteless,flavorful,insipid,C,,5
227,Choose the correct adjective to complete the sentence: The ________ child was lost in the crowded mall,happy,scared,excited,joyful,B,,5
228,Choose the correct adjective to complete the sentence: The ________ movie had a complex plot,simple,predictable,confusing,boring,C,,5
229,Choose the correct adjective to complete the sentence: The ________ cat napped in the sun.,lazy,energetic,hyperactive,restless,A,,5
230,Choose the correct adjective to complete the sentence: The ________ car sped down the highway.,slow,fast,cautious,careful,B,,5
231,Choose the correct adjective to complete the sentence: The ________ flower had a sweet fragrance.,wilted,dead,fresh,rotten,C,,5
232,Choose the correct adjective to complete the sentence: The ________ sweater was made of soft cashmere.,itchy,scratchy,comfortable,uncomfortable,C,,5
233,The pen is ________ the table.,on,under,beside,in,A,,5
234,The book is ________ the shelf.,on,under,beside,in,D,,5
235,The cat is sleeping ________ the bed.,on,under,beside,in,D,,5
236,I will meet you ________ the park.,on,under,beside,in,D,,5
237,The car is parked ________ the garage.,on,under,beside,in,D,,5
238,The painting is hanging ________ the wall.,on,under,beside,in,A,,5
239,The bird is flying ________ the sky.,on,under,beside,in,D,,5
240,The cookies are ________ the jar.,on,under,beside,in,D,,5
241,The towel is ________ the rack.,on,under,beside,in,A,,5
242,The dog is hiding ________ the couch.,on,under,beside,in,B,,5
243,The clock is hanging ________ the wall.,on,under,beside,in,A,,5
244,The bird is perched ________ the branch.,on,under,beside,in,A,,5
245,The coat is hanging ________ the hook.,on,under,beside,in,A,,5
246,The ants are crawling ________ the ground.,on,under,beside,in,A,,5
247,The keys are ________ the drawer.,on,under,beside,in,D,,5
248,Ram and Shyam __________ business partners.,have,has,are,had,C,,5
249,She ___________ her office by 9 a.m. daily.,reach,reaches,reached,reaching,B,,5
250,Rahul and his friends ___________ also invited to the party.,is,was,had,were,D,,5
251,Neither you nor your sister should ___________ to them,talk,talks,talked,talking,A,,5
252,Twenty years _________ the minimum age to fill this form.,are,is,has,have,B,,5
253,A pair of socks ___________ been missing from my wardrobe.,have,has,were,is,D,,5
254,Much ____________ been said in the news reports.,were,have,has,was,C,,5
255,The information provided to you ___________ wrong.,were,was,are,have been,B,,5
256,The company ____________ of its stakeholders.,think,thought,thinks,thinking,C,,5
257,A bouquet of flowers ___________ required for the event.,are,have,has,is,D,,5
258,The train is …….. crowded:,today,weekly,always,most highly,C,,5
259,Our Mathematics teacher ………. ever smiles:,hardly,usually,always,mostly,A,,5
260,The essay is …….. good:,more,very,most,much,B,,5
261,Are you feeling ……. better today?,very,too,any,more,C,,5
262,He works very …….. these days:,hard,hardly,scarcely,mostly,A,,5
263,He …… works on Sundays:,hard,hardly,rather,much,B,,5
264,She was ……… too rude in her behavior:,much,very,rather,fairly,C,,5
265,We can do it …….. now because we have better resources:,easier,easiest,easy,more easily,D,,5
266,Asma walks very ……….,more gracefully,most gracefully,gracefully,grace,C,,5
267,"Among all her friends, Julia acts ………",wisely,more wisely,wise,most wise,B,,5
268,_________I hear someone whispering my name,Ah!,Oh!,Hush!,Wow!,C,,5
269,_______that feels amazing.,Bah!,Phew!,Yeah!,Ahh!,D,,5
270,_______I have passed the exam.,Hurrah!,Ahh!,Wow!,Hey!,A,,5
271,_______I don’t like this vegetable.,Uh!,Oh!,Ugh!,Whew!,C,,5
272,______ That’s really great news.,Hey!,Ah!,Yay!,Wow!,D,,5
273,______What a beautiful dress.,Hey!,Aww!,Oh!,Hmm!,C,,5
274,_______I spilled my coffee all over the table.,Aww!,Oops!,Uh!,Phew!,B,,5
275,I can’t believe that you are coming here! _______!,Hmm!,Woah!,Yay!,Ah!,C,,5
276,_______just look at the puppies.,Oh!,Aww!,Hey!,Ah!,B,,5
277,_______Can you repeat the question?,Hey!,Hmm!,Huh!,Uh!,C,,5
277,X-અક્ષની ધન દિશા સાથે -π/4 માપનો ખૂણો બનાવતી રેખાનો ઢાળ -- છે,-1,1,½,0,B,,5
277,"બિંદુઓ (5,6), (2,3) અને (9,-2), (6, -5) માંથી પસાર થતી રેખાઓ --- છે",લંબ,X-અક્ષને સમાંતર,સમાંતર,આમાંથી એક પણ નહિ,C,,5
277,જેનો ઢાળ 2 હોય અને y-અંતઃખંડ 3 હોય તેવી રેખાનું સમીકરણ --- છે,y = 2x - 3,y = 2x + 3,y = 3x + 2,y = - 2x + 3,B,,5
277,"બિંદુ (3,4)માંથી પસાર થતી અને રેખા 3x + 2y + 5 = 0 ને લંબ રેખાનું સમીકરણ --- છે",y = 2/3 x + 2,y = 2/3 x - 2,y = 3/2 x + 2,y = 3/2 x - 2,A,,5
277,"બિંદુ (1,2)માંથી પસાર થતી અને રેખા y=3x + 1 ને સમાંતર રેખાનું સમીકરણ --- છે",y = x -1,y = 3x -1,y= 3x -3,x = 3x -1,D,,5
277,રેખા 4x – 3y + 15 = 0 નો y-અંતઃખંડ --- છે,-15/4,15/4,-5,5,D,,5
277,વર્તુળ ની ત્રિજ્યા --- છે,,,,18,,,5
277,વર્તુળ નું કેન્દ્ર --- છે,"(-3,4)","(3,-4)","(-3,-4)","(3,4)",C,,5
277,"બિંદુઓ (1,5) અને (2,3) માંથી પસાર થતી રેખાનું સમીકરણ --- છે",y = −2x + 7,y = 2x + 7,x = −2y + 7,x = 2y + 7,A,,5
277,X-અક્ષની ધન દિશા સાથે માપનો ખૂણો બનાવતી રેખાનો ઢાળ -- છે,,,,,,,5
277,"બિંદુઓ A (4, 8), B (5, 12), C (9, 28) --- છે",સુરેખ,અસુરેખ,કાટકોણ ત્રિકોણના શિરોબિંદુઓ,બધા x-અક્ષ પર આવેલા છે,A,,5
277,"X-અક્ષને સમાંતર અને બિંદુ (3, -5) માંથી પસાર થતી રેખાનું સમીકરણ --- છે",x = 3,x = -3,y = -5,y = 5,C,,5
277,X-અક્ષને સમાંતર અને y-અંતઃખંડ -2 હોય તેવી રેખાનું સમીકરણ --- છે,y = 2,x = -3,x = 3,y = -2,D,,5
277,x-અને y-અંતઃખંડ અનુક્રમે 3 અને 2 હોય તેવી રેખાનું સમીકરણ --- છે,2x + 3y = 6,2x - 3y = 6,3x + 2y = 6,3x - 2y = 6,A,,5
277,"બિંદુ (1,-2)માંથી પસાર થતી અને અક્ષો પર સમાન અંતઃખંડો કાપતી રેખાનું સમીકરણ – છે",x + y = 1,x - y = 1,x + y = -1,x - y = -1,C,,5
277,"જેનું કેન્દ્ર (-2,3) અને ત્રિજ્યા 4 હોય તેવા વર્તુળનું સમીકરણ -- છે",x² + y² + 4x - 6y -3 = 0,x² + y² - 4x + 6y - 3 = 0,x² + y² - 4x - 6y - 3 = 0,x² + y² + 4x - 6y + 3 = 0,A,,5
278,બળનું એકમ --------,kg,m,m/s,Newton,D,,5
279,"""પદાર્થની માત્રા"" દર્શાવવા માટેનું પ્રતીક ________ છે",K,A,Cd,mol,D,,5
280,નીચેનામાંથી કયું પૂરક એકમ છે ——–,માસ,સમય,ઘન કોણ,તેજસ્વીતા,C,,5
281,AU એ ________ નો એકમ છે,ખગોળશાસ્ત્ર એકમ,ખગોળીય એકમ,જ્યોતિષ એકમ,પુરાતત્વીય એકમ,,,5
282,ગતિ ઊર્જાના પરિમાણો ________ના પરિમાણો સમાન છે,પ્રવેગ,વેગ,કામ,બળ,C,,5
283,ફરાડ એ ________ નો એકમ છે,તેજસ્વીતા,તરંગલંબાઇ,કેપેસિટન્સ,જડતા,C,,5
284,જૌલ/સેકન્ડ એ નું એકમ છે,બળ,કોણીય વેગ,ઉર્જા,શક્તિ,D,,5
285,J/s એ-------- નું એકમ છે,બળ,કોણીય વેગ,ઉર્જા,શક્તિ,D,,5
286,બળના આવેગનું એકમ છે ----------,કે,kg m/s,હર્ટ્ઝ,ન્યુટન/મી,B,,5
287,જે એકમની સિસ્ટમ છે,એસએમએસ સિસ્ટમ,MKP સિસ્ટમ,FPS સિસ્ટમ,FPS સિસ્ટમ,C,,5
288,1m/s=---------cm/s,10,1000,100000,100,D,,5
289,"ઘનનું કદ .....m3, જો તેની બાજુ 1 મીટર હોય",1,1000,100000,100,A,,5
290,"""પદાર્થની માત્રા"" દર્શાવવા માટેનું પ્રતીક ________ છે",કે,એ,સીડી,મોલ,D,,5
291,ગતિ ઊર્જાના પરિમાણો ________ના પરિમાણો સમાન છે,પ્રવેગ,વેગ,કામ,બળ,C,,5
292,નીચેનામાંથી કયું પરિમાણહીન છે,કામ,શક્તિ,કામ,આવેગ,B,,5
293,ફોર્સના પરિમાણો છે,[M-1L3T-2],[M1L1T-2],[M-1L2T-2],[M1L-1T-1],B,,5
294,નીચેનામાંથી કયું પરિમાણહીન છે,બળ/પ્રવેગક,વેગ/પ્રવેગક,વોલ્યુમ/એરિયા,ઊર્જા/કામ,D,,5
295,સાર્વત્રિક વેગના પરિમાણો ---------છે,[M-1L3T-2],[M1L1T-2],[M-1L2T-2],[M1L-1T-1],D,,5
296,1m=___________cm,10,100,1000,10000,A,,5
297,1N=___________dyne,10,100,1000,10000,D,,5
298,1m ત્રિજ્યા ધરાવતા ગોળાનું કદ ------m3 છે,4,8,12,16,A,,5
299,1m ત્રિજ્યા ધરાવતા ગોળાનું ક્ષેત્રફળ ------------------- છે.,130,1.3,26,13,D,,5
300,વિસ્તારનું એકમ (ક્ષેત્રફળ) છે ------------,kg,m2,m/s,Newton,B,,5
301,દબાણનું એકમ ------------ છે,ન્યુટન/m2,kgm/s,m/s,ન્યુટન/મી,A,,5
302,ઘનતાનું એકમ ------------ છે,ન્યુટન/m2,kgm/s,kg/m3,ન્યુટન/મી,C,,5
303,જે મૂળભૂત એકમ નથી?,કે,એ,m/s,મોલ,C,,5
304,મૂળભૂત એકમ (મૂળભૂત એકમ) કયો છે?,મી,kgm/s,kg/m3,ન્યુટન/મી,A,,5
305,1g/cm3=-------kg/m3,10,100,1000,10000,C,,5
306,2 મીટરની બાજુ ધરાવતા ઘનનું પ્રમાણ ----------- છે,4,16,8,2,C,,5
307,તાપમાનનું એકમ ------------ છે,કે,કિગ્રા,કેલ્વિન,ન્યુટન/મી,C,,5
308,1m= ----mm,10,100,1000,10000,C,,5
309,1cm=--------mm,10,100,1000,10000,A,,5
310,પ્રકાશ વર્ષ -------- નો એકમ છે,બળ,વેગ,સમય,અંતર,D,,5
311,દબાણનું એકમ -----------,કે,કિગ્રા,કેલ્વિન,ન્યુટન/m2,D,,5
312,એકમ ત્રિજ્યાના વર્તુળનો પરિઘ ---------- છે,6,100,1000,10000,A,,5
313,સામયિક સમયનું એકમ -----------,કે,કિગ્રા,બીજું,ન્યુટન/મી,C,,5
314,આવર્તનનું એકમ =------------,કે,કિગ્રા,હર્ટ્ઝ,ન્યુટન/મી,C,,5
315,એકમ સમય દીઠ મુસાફરી કરેલ અંતર ---------- છે,બળ,વેગ,સમય,અંતર,B,,5
316,વેગના ફેરફારનો દર ---------- છે,બળ,પ્રવેગક,સમય,અંતર,B,,5
317,1kg=-----gm,1000,100,100000,1000000,A,,5
318,નિરપેક્ષ થર્મોડાયનેમિક તાપમાન સ્કેલને ____________ તરીકે પણ ઓળખવામાં આવે છે,સેલ્સિયસ સ્કેલ,કેલ્વિન સ્કેલ,બંને,ઉપર્યુક્તમાંથી કોઈ નહિ,B,,5
319,ગેસ દ્વારા લાવવામાં આવતું દબાણ વાયુના પરમાણુઓની સરેરાશ ટ્રાન્સલેશનલ ગતિ ઊર્જા માટે _______ છે.,સમાન પ્રમાણસર,વ્યસ્ત પ્રમાણમાં,સમાન,અડધા સમાન પ્રમાણ,A,,5
320,આદર્શ ગેસની સમાન PV = _______ તરીકે વ્યક્ત કરી શકાય છે,n/RT.,nRT,n²RT.,nR/T,B,,5
321,સાર્વત્રિક ગેસ સ્થિરાંકનું મૂલ્ય છે__________,8.314 Jmolk.,8.314 J-1mol-1k-1,8.314Jmol-1k-1.,8.314 Jmolk-1,C,,5
322,સાર્વત્રિક ગેસ સ્થિરાંકનો SI એકમ છે____,Jmolk.,J-1mol-1k-1,8.314Jmol-1k-1.,8.314 Jmolk-1,C,,5
323,આદર્શ વાયુનું નિરપેક્ષ તાપમાન એ વાયુના અણુઓની સરેરાશ ટ્રાન્સલેશનલ ગતિ ઊર્જા માટે _______ છે.,સમાન પ્રમાણસર,વ્યસ્ત પ્રમાણમાં,સમાન,અડધા સમાન પ્રમાણ,A,,5
324,દબાણ P એ ગેસના સતત તાપમાને વોલ્યુમ V ના વિપરિત પ્રમાણસર છે. જે _____________છે.,Boyle’s law.,Charles law,Newton’s law.,Planck’s law,A,,5
325,"બોયલના નિયમ મુજબ, ગેસના સતત તાપમાને, દબાણ _______ થી વોલ્યુમ હોય છે.",,,,,B,,5
